date,init_position,final_position,time
82,2022-01-26-16:41:52,6,5,3.824128
83,2022-01-26-16:41:55,5,0,2.750882
84,2022-01-26-16:41:57,0,2,2.341001
85,2022-01-26-16:42:01,2,3,3.562232
86,2022-01-26-16:42:04,3,0,3.457344
87,2022-01-26-16:42:07,0,2,2.505624
88,2022-01-26-16:42:10,2,7,3.692384
89,2022-01-26-16:42:14,7,3,3.917250
90,2022-01-26-16:42:18,3,6,3.286348
91,2022-01-26-16:42:21,6,1,3.169151
92,2022-01-26-16:42:23,1,0,1.984222
93,2022-01-26-16:42:25,0,2,2.601419
94,2022-01-26-16:42:30,2,6,4.225884
95,2022-01-26-16:42:33,6,5,3.391430
96,2022-01-26-16:42:36,5,1,2.544594
97,2022-01-26-16:42:39,1,3,3.138017
98,2022-01-26-16:42:42,3,1,3.179012
99,2022-01-26-16:42:46,1,3,3.722563
100,2022-01-26-16:42:49,3,6,3.083747
101,2022-01-26-16:42:54,6,0,5.337337
102,2022-01-26-16:42:56,0,4,1.762143
103,2022-01-26-16:42:58,4,3,2.403469
104,2022-01-26-16:43:01,3,5,2.647489
105,2022-01-26-16:43:05,5,6,4.422823
106,2022-01-26-16:43:09,6,2,4.025614
107,2022-01-26-16:43:14,2,3,4.261185
108,2022-01-26-16:43:18,3,7,4.535422
109,2022-01-26-16:43:24,7,5,5.986388
110,2022-01-26-16:43:27,5,3,3.359076
111,2022-01-26-16:43:33,3,2,5.357749
112,2022-01-26-16:43:35,2,4,2.309858
113,2022-01-26-16:43:41,4,5,5.367006
114,2022-01-26-16:43:44,5,3,3.213580
115,2022-01-26-16:43:49,3,2,5.050677
116,2022-01-26-16:43:52,2,3,3.331438
117,2022-01-26-16:43:58,3,1,5.848607
118,2022-01-26-16:44:01,1,2,2.780739
119,2022-01-26-16:44:03,2,5,2.452413
120,2022-01-26-16:44:07,5,7,3.353155
121,2022-01-26-16:44:10,7,2,3.392728
122,2022-01-26-16:44:13,2,5,2.657550
123,2022-01-26-16:44:16,5,6,3.573716
124,2022-01-26-16:44:22,6,2,5.186145
125,2022-01-26-16:44:25,2,7,3.122749
126,2022-01-26-16:44:27,7,0,2.681497
127,2022-01-26-16:44:31,0,6,4.084419
128,2022-01-26-16:44:36,6,1,4.222152
129,2022-01-26-16:44:38,1,4,2.128407
130,2022-01-26-16:44:40,4,1,2.001141
131,2022-01-26-16:44:43,1,5,3.246305
132,2022-01-26-16:44:46,5,1,2.493839
133,2022-01-26-16:44:48,1,4,2.196295
134,2022-01-26-16:44:50,4,1,2.231680
135,2022-01-26-16:44:53,1,2,3.031308
136,2022-01-26-16:44:57,2,3,4.125372
137,2022-01-26-16:45:00,3,6,2.903040
138,2022-01-26-16:45:04,6,1,4.401935
139,2022-01-26-16:45:07,1,4,2.208325
140,2022-01-26-16:45:09,4,0,2.189792
141,2022-01-26-16:45:12,0,3,3.377039
142,2022-01-26-16:45:15,3,4,3.127787
143,2022-01-26-16:45:20,4,6,4.207384
144,2022-01-26-16:45:24,6,2,4.311346
145,2022-01-26-16:45:29,2,1,4.702050
146,2022-01-26-16:45:31,1,0,2.013149
147,2022-01-26-16:45:34,0,6,3.483379
148,2022-01-26-16:45:38,6,2,4.402668
149,2022-01-26-16:45:42,2,3,3.694108
150,2022-01-26-16:45:46,3,2,3.609255
151,2022-01-26-16:45:50,2,7,3.663054
152,2022-01-26-16:45:56,7,3,6.659726
153,2022-01-26-16:46:01,3,2,4.489019
154,2022-01-26-16:46:03,2,5,2.470087
155,2022-01-26-16:46:07,5,6,4.061095
156,2022-01-26-16:46:12,6,0,4.562381
157,2022-01-26-16:46:15,0,3,3.393808
158,2022-01-26-16:46:18,3,0,3.063465
159,2022-01-26-16:46:23,0,3,4.317538
160,2022-01-26-16:46:26,3,4,3.797105
161,2022-01-26-16:46:31,4,7,5.094034
162,2022-01-26-16:46:35,7,6,3.005725
163,2022-01-26-16:46:39,6,4,4.340726
164,2022-01-26-16:46:41,4,5,2.636958
165,2022-01-26-16:46:45,5,6,3.922353
166,2022-01-26-16:46:50,6,4,4.399952
167,2022-01-26-16:46:52,4,0,2.174934
168,2022-01-26-16:46:56,0,6,4.447350
169,2022-01-26-16:47:01,6,5,4.261809
170,2022-01-26-16:47:04,5,4,3.157893
171,2022-01-26-16:47:06,4,7,2.570718
172,2022-01-26-16:47:10,7,6,3.272954
173,2022-01-26-16:47:13,6,5,3.508977
174,2022-01-26-16:47:17,5,1,4.157737
175,2022-01-26-16:47:20,1,2,2.685123
176,2022-01-26-16:47:24,2,7,3.456522
177,2022-01-26-16:47:28,7,3,4.594958
178,2022-01-26-16:47:33,3,1,4.404000
179,2022-01-26-16:47:34,1,4,1.957163
180,2022-01-26-16:47:36,4,1,1.786030
181,2022-01-26-16:47:39,1,5,3.070219
182,2022-01-26-16:47:43,5,1,3.522379
183,2022-01-26-16:47:45,1,4,2.279168
184,2022-01-26-16:47:48,4,7,2.943535
185,2022-01-26-16:47:51,7,0,2.936513
186,2022-01-26-16:47:54,0,7,2.976044
187,2022-01-26-16:47:58,7,0,4.019895
188,2022-01-26-16:48:00,0,4,2.402695
189,2022-01-26-16:48:03,4,5,2.678566
190,2022-01-26-16:48:08,5,2,4.575425
191,2022-01-26-16:48:13,2,0,5.426197
192,2022-01-26-16:48:16,0,7,2.550233
193,2022-01-26-16:48:18,7,1,2.727702
194,2022-01-26-16:48:22,1,3,3.282895
195,2022-01-26-16:48:25,3,0,3.229291
196,2022-01-26-16:48:27,0,4,2.357569
197,2022-01-26-16:48:30,4,7,2.627113
198,2022-01-26-16:48:34,7,5,3.782034
199,2022-01-26-16:48:38,5,6,4.659210
200,2022-01-26-16:48:44,6,4,5.357822
201,2022-01-26-16:48:46,4,0,2.347731
202,2022-01-26-16:48:50,0,6,4.111480
203,2022-01-26-16:48:55,6,3,4.730993
204,2022-01-26-16:48:59,3,1,4.482701
205,2022-01-26-16:49:01,1,0,1.560628
206,2022-01-26-16:49:05,0,3,4.280149
207,2022-01-26-16:49:09,3,1,3.311112
208,2022-01-26-16:49:12,1,5,3.034211
209,2022-01-26-16:49:16,5,7,4.000036
210,2022-01-26-16:49:20,7,0,4.244094
211,2022-01-26-16:49:23,0,3,3.542048
212,2022-01-26-16:49:27,3,5,3.454441
213,2022-01-26-16:49:30,5,7,3.579213
214,2022-01-26-16:49:34,7,2,3.359646
215,2022-01-26-16:49:38,2,6,4.122157
216,2022-01-26-16:49:42,6,1,4.602971
217,2022-01-26-16:49:45,1,5,2.450165
218,2022-01-26-16:49:49,5,6,3.738382
219,2022-01-26-16:49:54,6,3,4.968025
220,2022-01-26-16:49:56,3,4,2.683596
221,2022-01-26-16:50:01,4,2,4.717796
222,2022-01-26-16:50:07,2,7,5.672500
223,2022-01-26-16:50:10,7,0,3.690965
224,2022-01-26-16:50:13,0,4,2.537944
225,2022-01-26-16:50:17,4,6,4.397776
226,2022-01-26-16:50:22,6,7,4.973186
227,2022-01-26-16:50:25,7,1,2.180314
228,2022-01-26-16:50:29,1,6,4.368814
229,2022-01-26-16:50:33,6,5,4.206331
230,2022-01-26-16:50:36,5,0,2.863881
231,2022-01-26-16:50:42,0,3,5.446073
232,2022-01-26-16:50:46,3,0,4.082166
233,2022-01-26-16:50:48,0,2,2.489534
234,2022-01-26-16:50:52,2,7,3.441781
235,2022-01-26-16:50:58,7,4,6.763448
236,2022-01-26-16:51:01,4,2,2.650708
237,2022-01-26-16:51:06,2,7,5.345068
238,2022-01-26-16:51:10,7,1,3.251422
239,2022-01-26-16:51:12,1,5,2.467466
240,2022-01-26-16:51:16,5,7,3.678290
241,2022-01-26-16:51:20,7,0,3.935895
242,2022-01-26-16:51:24,0,6,4.053547
243,2022-01-26-16:51:28,6,2,4.241729
244,2022-01-26-16:51:32,2,3,4.325989
245,2022-01-26-16:51:36,3,2,3.656147
246,2022-01-26-16:51:39,2,4,2.633324
247,2022-01-26-16:51:41,4,3,2.702305
248,2022-01-26-16:51:45,3,0,3.495839
249,2022-01-26-16:51:47,0,2,2.359942
250,2022-01-26-16:51:49,2,4,2.285847
251,2022-01-26-16:51:52,4,5,2.466365
252,2022-01-26-16:51:55,5,6,3.626662
253,2022-01-26-16:52:00,6,5,4.248781
254,2022-01-26-16:52:03,5,1,2.816873
255,2022-01-26-16:52:07,1,6,4.200806
256,2022-01-26-16:52:11,6,7,4.040461
257,2022-01-26-16:52:15,7,5,3.832777
258,2022-01-26-16:52:19,5,3,4.254057
259,2022-01-26-16:52:23,3,0,3.972056
260,2022-01-26-16:52:27,0,3,4.098141
261,2022-01-26-16:52:32,3,7,4.446565
262,2022-01-26-16:52:34,7,1,2.213708
263,2022-01-26-16:52:37,1,6,3.432832
264,2022-01-26-16:52:41,6,5,3.945555
265,2022-01-26-16:52:45,5,4,3.427991
266,2022-01-26-16:52:47,4,1,2.031896
267,2022-01-26-16:52:51,1,6,4.368742
268,2022-01-26-16:52:56,6,3,4.975518
269,2022-01-26-16:52:59,3,0,3.000774
270,2022-01-26-16:53:01,0,2,2.212547
271,2022-01-26-16:53:04,2,4,2.517395
272,2022-01-26-16:53:07,4,2,3.328492
273,2022-01-26-16:53:11,2,3,3.748586
274,2022-01-26-16:53:14,3,0,3.240923
275,2022-01-26-16:53:17,0,5,2.651384
276,2022-01-26-16:53:20,5,6,3.351938
277,2022-01-26-16:53:24,6,7,3.672088
278,2022-01-26-16:53:28,7,5,3.735245
279,2022-01-26-16:53:31,5,1,3.108274
280,2022-01-26-16:53:33,1,7,2.540595
281,2022-01-26-16:53:36,7,4,3.168050
282,2022-01-26-16:53:41,4,6,4.277388
283,2022-01-26-16:53:46,6,1,5.032649
284,2022-01-26-16:53:48,1,2,2.673164
285,2022-01-26-16:53:51,2,0,2.530189
286,2022-01-26-16:53:53,0,2,2.450370
287,2022-01-26-16:53:56,2,5,2.247524
288,2022-01-26-16:53:58,5,1,2.790597
289,2022-01-26-16:54:02,1,6,3.833769
290,2022-01-26-16:54:07,6,5,4.956008
291,2022-01-26-16:54:12,5,4,5.038346
292,2022-01-26-16:54:18,4,0,5.414290
293,2022-01-26-16:54:20,0,2,2.331634
294,2022-01-26-16:54:22,2,4,2.434875
295,2022-01-26-16:54:24,4,0,2.129009
296,2022-01-26-16:54:26,0,1,1.706045
297,2022-01-26-16:54:29,1,7,2.615439
298,2022-01-26-16:54:31,7,1,2.541591
299,2022-01-26-16:54:34,1,3,3.032792
300,2022-01-26-16:54:38,3,1,3.174304
301,2022-01-26-16:54:42,1,6,4.568299
302,2022-01-26-16:54:46,6,0,4.141378
303,2022-01-26-16:54:49,0,5,3.155151
304,2022-01-26-16:54:53,5,1,3.663709
305,2022-01-26-16:54:55,1,0,1.601377
306,2022-01-26-16:54:58,0,5,2.999722
307,2022-01-26-16:55:04,5,4,6.603892
308,2022-01-26-16:55:08,4,3,3.225686
309,2022-01-26-16:55:13,3,7,5.023354
310,2022-01-26-16:55:18,7,6,5.049013
311,2022-01-26-16:55:22,6,2,4.222721
312,2022-01-26-16:55:27,2,5,5.048726
313,2022-01-26-16:55:30,5,6,3.358740
314,2022-01-26-16:55:34,6,1,3.506753
315,2022-01-26-16:55:36,1,2,2.702463
316,2022-01-26-16:55:40,2,7,3.351189
317,2022-01-26-16:55:44,7,2,3.952374
318,2022-01-26-16:55:48,2,3,3.774500
319,2022-01-26-16:55:50,3,4,2.869998
320,2022-01-26-16:55:55,4,2,4.867820
321,2022-01-26-16:56:00,2,6,5.000820
322,2022-01-26-16:56:05,6,2,4.743022
323,2022-01-26-16:56:09,2,6,3.689421
324,2022-01-26-16:56:13,6,1,4.342098
325,2022-01-26-16:56:15,1,0,1.788521
326,2022-01-26-16:56:19,0,6,4.043668
327,2022-01-26-16:56:23,6,5,4.302915
328,2022-01-26-16:56:26,5,0,2.623502
329,2022-01-26-16:56:31,0,6,4.670041
330,2022-01-26-16:56:35,6,4,4.856572
331,2022-01-26-16:56:38,4,0,2.431212
332,2022-01-26-16:56:41,0,3,3.077795
333,2022-01-26-16:56:44,3,1,3.422568
334,2022-01-26-16:56:47,1,2,2.813618
335,2022-01-26-16:56:49,2,5,2.103787
336,2022-01-26-16:56:54,5,4,4.498693
337,2022-01-26-16:56:57,4,2,3.366467
338,2022-01-26-16:57:02,2,5,5.182745
339,2022-01-26-16:57:05,5,2,2.626016
340,2022-01-26-16:57:08,2,3,3.369399
341,2022-01-26-16:57:14,3,2,5.788670
342,2022-01-26-16:57:20,2,0,5.699125
343,2022-01-26-16:57:22,0,7,2.564152
344,2022-01-26-16:57:25,7,0,2.859607
345,2022-01-26-16:57:28,0,2,2.496284
346,2022-01-26-16:57:31,2,7,3.004506
347,2022-01-26-16:57:34,7,6,3.056906
348,2022-01-26-16:57:37,6,2,3.719300
349,2022-01-26-16:57:43,2,1,5.579533
350,2022-01-26-16:57:48,1,6,4.618927
351,2022-01-26-16:57:51,6,1,3.189557
352,2022-01-26-16:57:55,1,3,3.721614
353,2022-01-26-16:57:58,3,4,2.979623
354,2022-01-26-16:58:00,4,1,2.104105
355,2022-01-26-16:58:02,1,7,2.436857
356,2022-01-26-16:58:06,7,2,3.467127
357,2022-01-26-16:58:08,2,5,2.126264
358,2022-01-26-16:58:11,5,1,2.845777
359,2022-01-26-16:58:13,1,7,2.286261
360,2022-01-26-16:58:18,7,6,5.187872
361,2022-01-26-16:58:23,6,0,4.945842
362,2022-01-26-16:58:26,0,2,2.721201
363,2022-01-26-16:58:28,2,0,2.467651
364,2022-01-26-16:58:33,0,3,4.475901
365,2022-01-26-16:58:37,3,0,4.503994
366,2022-01-26-16:58:42,0,6,5.121543
367,2022-01-26-16:58:48,6,7,5.362533
368,2022-01-26-16:58:50,7,1,2.648265
369,2022-01-26-16:58:54,1,6,3.818404
370,2022-01-26-16:58:59,6,0,4.456023
371,2022-01-26-16:59:03,0,3,4.296606
372,2022-01-26-16:59:08,3,7,5.048434
373,2022-01-26-16:59:13,7,6,4.618010
374,2022-01-26-16:59:17,6,1,4.512984
375,2022-01-26-16:59:20,1,2,2.678364
376,2022-01-26-16:59:24,2,6,4.187296
377,2022-01-26-16:59:27,6,1,3.464013
378,2022-01-26-16:59:32,1,6,4.504388
379,2022-01-26-16:59:36,6,2,3.945751
380,2022-01-26-16:59:39,2,4,2.801009
381,2022-01-26-16:59:42,4,3,2.992030
382,2022-01-26-16:59:46,3,7,4.472670
383,2022-01-26-16:59:49,7,1,2.439783
384,2022-01-26-16:59:51,1,4,2.088570
385,2022-01-26-16:59:53,4,7,2.695986
386,2022-01-26-16:59:58,7,3,5.087424
387,2022-01-26-17:00:03,3,2,4.263571
388,2022-01-26-17:00:07,2,6,4.653270
389,2022-01-26-17:00:12,6,2,4.135085
390,2022-01-26-17:00:19,2,1,7.222701
391,2022-01-26-17:00:23,1,3,3.890283
392,2022-01-26-17:00:26,3,4,3.009046
393,2022-01-26-17:00:29,4,3,3.012989
394,2022-01-26-17:00:33,3,7,4.041066
395,2022-01-26-17:00:37,7,0,3.910710
396,2022-01-26-17:00:40,0,3,3.400962
397,2022-01-26-17:00:44,3,7,3.712640
398,2022-01-26-17:00:48,7,4,4.082528
399,2022-01-26-17:00:53,4,7,4.920348
400,2022-01-26-17:00:55,7,1,2.641438
401,2022-01-26-17:00:58,1,3,2.735004
402,2022-01-26-17:01:02,3,7,4.192971
403,2022-01-26-17:01:07,7,4,4.324319
404,2022-01-26-17:01:09,4,0,2.227811
405,2022-01-26-17:01:12,0,2,2.634048
406,2022-01-26-17:01:16,2,3,4.250697
407,2022-01-26-17:01:20,3,1,4.313795
408,2022-01-26-17:01:23,1,2,2.817022
409,2022-01-26-17:01:25,2,0,2.342207
410,2022-01-26-17:01:28,0,1,2.425003
411,2022-01-26-17:01:31,1,5,2.917273
412,2022-01-26-17:01:34,5,7,3.391970
413,2022-01-26-17:01:39,7,4,4.752295
414,2022-01-26-17:01:44,4,1,4.832652
415,2022-01-26-17:01:47,1,3,3.495845
416,2022-01-26-17:01:50,3,5,3.244531
417,2022-01-26-17:01:54,5,4,3.480848
418,2022-01-26-17:01:56,4,1,2.171650
419,2022-01-26-17:01:59,1,2,2.650835
420,2022-01-26-17:02:04,2,3,5.122914
421,2022-01-26-17:02:08,3,5,3.830094
422,2022-01-26-17:02:12,5,6,4.103170
423,2022-01-26-17:02:16,6,2,4.256930
424,2022-01-26-17:02:19,2,1,2.942982
425,2022-01-26-17:02:23,1,3,3.510090
426,2022-01-26-17:02:26,3,1,3.593108
427,2022-01-26-17:02:29,1,3,3.016577
428,2022-01-26-17:02:32,3,2,3.164137
429,2022-01-26-17:02:35,2,4,2.468372
430,2022-01-26-17:02:37,4,3,2.649548
431,2022-01-26-17:02:41,3,2,3.449003
432,2022-01-26-17:02:45,2,3,3.741816
433,2022-01-26-17:02:48,3,6,2.984590
434,2022-01-26-17:02:52,6,5,4.109647
435,2022-01-26-17:02:55,5,2,3.318207
436,2022-01-26-17:02:58,2,4,2.805467
437,2022-01-26-17:03:01,4,5,2.620376
438,2022-01-26-17:03:03,5,2,2.458363
439,2022-01-26-17:03:05,2,5,2.164661
440,2022-01-26-17:03:09,5,3,3.280023
441,2022-01-26-17:03:12,3,5,3.497912
442,2022-01-26-17:03:15,5,3,3.183198
443,2022-01-26-17:03:18,3,4,2.795790
444,2022-01-26-17:03:21,4,3,2.909525
445,2022-01-26-17:03:25,3,7,3.604678
446,2022-01-26-17:03:28,7,5,3.859107
447,2022-01-26-17:03:32,5,1,3.488564
448,2022-01-26-17:03:34,1,7,2.181802
449,2022-01-26-17:03:38,7,6,3.523426
450,2022-01-26-17:03:40,6,3,2.710231
451,2022-01-26-17:03:44,3,0,3.370420
452,2022-01-26-17:03:46,0,1,2.148189
453,2022-01-26-17:03:49,1,3,2.775248
454,2022-01-26-17:03:52,3,1,3.003213
455,2022-01-26-17:03:54,1,7,2.427711
456,2022-01-26-17:03:57,7,1,2.900546
457,2022-01-26-17:03:59,1,4,2.178059
458,2022-01-26-17:04:01,4,0,2.218169
459,2022-01-26-17:04:03,0,1,2.052797
460,2022-01-26-17:04:07,1,5,3.323066
461,2022-01-26-17:04:11,5,2,4.445884
462,2022-01-26-17:04:16,2,5,4.985221
463,2022-01-26-17:04:21,5,6,4.467767
464,2022-01-26-17:04:25,6,0,4.320747
465,2022-01-26-17:04:29,0,3,3.602184
466,2022-01-26-17:04:32,3,6,3.089562
467,2022-01-26-17:04:35,6,3,2.846620
468,2022-01-26-17:04:37,3,4,2.880818
469,2022-01-26-17:04:40,4,0,2.195947
470,2022-01-26-17:04:42,0,1,1.884718
471,2022-01-26-17:04:45,1,2,3.150882
472,2022-01-26-17:04:47,2,1,2.455661
473,2022-01-26-17:04:50,1,4,2.659774
474,2022-01-26-17:04:53,4,5,3.040108
475,2022-01-26-17:04:55,5,4,2.526648
476,2022-01-26-17:04:59,4,3,3.209637
477,2022-01-26-17:05:03,3,7,4.354395
478,2022-01-26-17:05:07,7,4,4.308444
479,2022-01-26-17:05:12,4,1,5.078703
480,2022-01-26-17:05:14,1,0,1.896601
481,2022-01-26-17:05:16,0,4,2.242797
482,2022-01-26-17:05:19,4,1,2.267162
483,2022-01-26-17:05:22,1,6,3.584611
484,2022-01-26-17:05:26,6,0,3.842792
485,2022-01-26-17:05:28,0,4,2.171124
486,2022-01-26-17:05:31,4,5,2.855016
487,2022-01-26-17:05:34,5,2,2.426520
488,2022-01-26-17:05:36,2,1,2.776726
489,2022-01-26-17:05:38,1,0,1.735662
490,2022-01-26-17:05:43,0,6,4.557874
491,2022-01-26-17:05:47,6,3,4.520173
492,2022-01-26-17:05:50,3,6,2.942109
493,2022-01-26-17:05:54,6,7,4.159372
494,2022-01-26-17:05:58,7,0,4.026029
495,2022-01-26-17:06:01,0,2,2.734919
496,2022-01-26-17:06:04,2,4,2.734231
497,2022-01-26-17:06:07,4,2,2.808873
498,2022-01-26-17:06:12,2,3,5.380962
499,2022-01-26-17:06:16,3,0,3.925451
500,2022-01-26-17:06:21,0,6,4.612878
501,2022-01-26-17:06:26,6,3,5.041987
502,2022-01-26-17:06:29,3,2,3.527840
503,2022-01-26-17:06:32,2,4,3.046323
504,2022-01-26-17:06:37,4,0,4.944347
505,2022-01-26-17:06:41,0,3,4.247571
506,2022-01-26-17:06:46,3,6,4.743793
507,2022-01-26-17:06:51,6,5,4.675887
508,2022-01-26-17:06:54,5,0,2.750776
509,2022-01-26-17:06:56,0,2,2.759913
510,2022-01-26-17:06:59,2,4,2.570587
511,2022-01-26-17:07:02,4,3,2.816711
512,2022-01-26-17:07:06,3,7,3.880319
513,2022-01-26-17:07:09,7,6,3.218500
514,2022-01-26-17:07:14,6,0,4.924530
515,2022-01-26-17:07:16,0,4,2.394979
516,2022-01-26-17:07:19,4,7,2.857045
517,2022-01-26-17:07:22,7,6,3.328733
518,2022-01-26-17:07:27,6,4,4.986506
519,2022-01-26-17:07:31,4,3,3.434263
520,2022-01-26-17:07:35,3,0,4.601242
521,2022-01-26-17:07:37,0,1,1.779230
522,2022-01-26-17:07:42,1,6,4.726534
523,2022-01-26-17:07:48,6,0,5.993732
524,2022-01-26-17:07:52,0,6,3.769690
525,2022-01-26-17:07:56,6,7,4.243096
526,2022-01-26-17:07:59,7,6,3.558131
527,2022-01-26-17:08:04,6,5,4.393584
528,2022-01-26-17:08:08,5,6,4.496614
529,2022-01-26-17:08:13,6,1,4.510205
530,2022-01-26-17:08:16,1,5,3.031950
531,2022-01-26-17:08:20,5,6,3.853019
532,2022-01-26-17:08:25,6,1,4.921968
533,2022-01-26-17:08:27,1,7,2.407262
534,2022-01-26-17:08:32,7,3,5.045070
535,2022-01-26-17:08:37,3,1,4.852073
536,2022-01-26-17:08:41,1,5,3.584454
537,2022-01-26-17:08:43,5,2,2.105226
538,2022-01-26-17:08:45,2,0,2.455420
539,2022-01-26-17:08:47,0,2,2.284374
540,2022-01-26-17:08:50,2,5,2.267564
541,2022-01-26-17:08:53,5,0,2.905222
542,2022-01-26-17:08:55,0,4,2.324775
543,2022-01-26-17:08:58,4,2,2.874806
544,2022-01-26-17:09:00,2,0,2.492389
545,2022-01-26-17:09:05,0,6,4.841156
546,2022-01-26-17:09:11,6,0,5.670880
547,2022-01-26-17:09:14,0,7,2.955997
548,2022-01-26-17:09:19,7,6,5.113337
549,2022-01-26-17:09:24,6,7,5.060441
550,2022-01-26-17:09:28,7,5,4.173489
551,2022-01-26-17:09:31,5,4,3.205236
552,2022-01-26-17:09:34,4,7,2.842285
553,2022-01-26-17:09:38,7,5,3.986690
554,2022-01-26-17:09:42,5,0,4.189688
555,2022-01-26-17:09:46,0,5,4.065690
556,2022-01-26-17:09:50,5,4,3.113020
557,2022-01-26-17:09:54,4,6,4.807027
558,2022-01-26-17:09:59,6,7,5.136334
559,2022-01-26-17:10:05,7,6,5.302907
560,2022-01-26-17:10:11,6,1,6.563318
561,2022-01-26-17:10:14,1,7,2.717132
562,2022-01-26-17:10:20,7,4,5.488120
563,2022-01-26-17:10:22,4,3,2.922144
564,2022-01-26-17:10:26,3,6,3.832088
565,2022-01-26-17:10:30,6,2,4.096550
566,2022-01-26-17:10:33,2,1,2.810090
567,2022-01-26-17:10:36,1,7,2.487458
568,2022-01-26-17:10:38,7,1,2.775989
569,2022-01-26-17:10:41,1,5,3.004439
570,2022-01-26-17:10:45,5,6,3.871040
571,2022-01-26-17:10:49,6,7,3.396987
572,2022-01-26-17:10:54,7,1,5.249386
573,2022-01-26-17:10:57,1,7,2.534059
574,2022-01-26-17:11:00,7,0,3.104414
575,2022-01-26-17:11:02,0,2,2.286134
576,2022-01-26-17:11:04,2,5,2.357358
577,2022-01-26-17:11:08,5,7,3.222422
578,2022-01-26-17:11:12,7,2,4.254225
579,2022-01-26-17:11:14,2,4,2.504728
580,2022-01-26-17:11:17,4,2,2.617515
581,2022-01-26-17:11:20,2,4,2.756257
582,2022-01-26-17:11:25,4,2,5.022601
